RBD;HH_A;HH_UTP;HH_PDIR;HH_DIR;HH_OES;HH_OF;HH_JUTP;HH_IG;HH_OR;HH_DIR_SOST;HH_TP_SOST;HH_SUP_SOST;HH_SUBDIR;HH_PROF_ENC;HH_EDUC_TRAD;HH_TOT
497;42;0;0;0;0;0;0;0;0;0;0;0;0;44;0;86
498;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
499;693;0;0;44;0;0;44;0;0;0;0;0;0;0;0;781
500;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
501;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
502;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
503;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
504;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
506;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
508;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
509;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
511;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
512;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
513;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
514;0;0;0;0;11;0;0;0;0;0;0;0;0;44;0;55
515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
516;1651;88;44;44;181;0;0;44;88;0;0;0;0;0;0;2140
517;1706;0;0;44;218;0;44;88;44;0;0;0;44;0;0;2188
518;909;88;0;44;204;0;44;44;44;0;0;0;0;0;0;1377
519;2112;0;44;44;360;0;44;44;0;0;0;0;44;0;0;2692
520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
521;836;44;0;44;184;0;44;44;44;0;0;0;0;0;0;1240
522;1034;0;0;44;152;78;44;0;44;0;38;0;0;0;0;1434
523;612;132;0;44;197;0;44;44;0;0;44;0;0;0;0;1117
525;1221;0;0;44;114;0;44;44;0;0;0;0;0;0;0;1467
526;1035;0;0;44;128;0;88;44;44;0;0;0;44;0;0;1427
527;996;0;0;44;141;0;44;44;44;0;0;0;0;0;0;1313
528;646;0;0;44;82;0;44;0;44;0;0;0;0;0;0;860
529;645;40;0;44;8;0;0;0;0;0;0;0;0;0;0;737
530;1930;0;0;44;100;0;44;88;44;0;0;0;44;0;0;2294
531;1329;0;88;44;301;0;44;0;44;0;0;0;0;0;0;1850
532;1678;0;0;44;200;0;88;118;44;0;44;0;44;0;0;2260
533;272;0;0;44;44;0;44;0;44;0;0;0;0;0;0;448
534;865;0;0;44;118;0;44;44;44;0;0;0;44;0;0;1203
535;1172;88;0;44;157;0;44;44;44;0;0;0;0;0;0;1593
536;500;40;0;44;244;0;44;0;40;0;37;0;0;0;0;949
537;380;0;0;44;0;0;44;0;0;0;0;0;0;0;0;468
539;584;0;0;44;84;0;44;0;0;0;0;0;0;0;0;756
540;611;44;44;44;0;0;0;0;0;0;0;0;0;0;0;743
542;522;0;0;44;80;0;44;44;0;0;0;0;0;0;0;734
543;578;0;0;44;44;0;44;0;0;0;0;0;0;0;0;710
544;186;0;0;44;0;0;0;0;0;0;0;0;0;0;0;230
546;570;0;0;44;116;0;0;44;0;0;0;0;0;0;40;814
548;609;44;44;44;155;0;0;44;0;0;0;0;0;0;0;940
549;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
550;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
551;490;0;0;44;172;0;44;0;0;0;0;0;0;0;0;750
552;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
554;0;0;0;0;12;0;0;0;0;0;0;0;0;44;0;56
556;696;0;0;44;0;0;0;0;0;0;0;0;0;0;0;740
557;560;0;0;44;224;0;44;0;0;0;0;0;0;0;0;872
558;0;0;0;0;33;0;0;0;0;0;0;0;0;44;0;77
559;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
560;640;0;0;44;44;0;0;0;0;0;0;0;0;0;0;728
561;44;0;0;0;0;0;0;0;0;0;0;0;0;44;58;146
562;531;38;0;44;59;0;44;44;0;0;0;0;0;0;82;842
563;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
564;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;44
565;1211;88;0;44;349;34;0;44;30;0;0;0;0;0;0;1800
566;907;74;65;44;20;0;0;0;26;0;0;0;0;0;0;1136
567;1927;0;0;44;0;0;44;44;44;44;0;0;0;0;0;2147
568;802;0;0;44;114;0;0;0;0;0;44;0;0;0;0;1004
570;973;79;0;44;124;0;0;88;0;0;0;0;44;0;0;1352
571;144;32;0;44;0;0;0;0;0;0;0;0;0;0;0;220
573;874;0;0;44;0;0;44;44;44;0;0;0;0;0;0;1050
574;1640;44;0;44;220;0;88;44;42;0;0;0;44;0;0;2166
575;1108;44;0;44;285;0;44;44;37;0;0;0;0;0;0;1606
577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
578;930;0;0;44;40;0;44;44;44;0;0;0;0;0;0;1146
579;1763;132;42;44;179;0;0;44;0;0;0;0;44;0;0;2248
580;1749;44;44;44;0;0;44;44;44;0;0;0;44;0;0;2057
581;1578;44;0;44;104;0;44;0;44;0;0;0;0;0;0;1858
582;1029;64;0;44;0;0;0;0;36;0;0;0;0;0;0;1173
583;1922;40;0;44;74;0;0;0;44;0;88;0;0;0;0;2212
584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
585;2290;40;44;44;0;0;86;0;44;0;0;0;0;0;0;2548
587;804;0;0;44;44;0;44;44;40;0;0;0;0;0;0;1020
589;649;0;0;40;0;0;40;0;0;0;0;0;0;0;0;729
590;1481;66;44;44;190;0;0;44;0;0;0;0;0;0;0;1869
591;2373;0;108;44;98;0;0;44;0;0;0;0;0;0;0;2667
592;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
594;242;0;0;44;0;0;0;0;44;0;0;0;0;0;0;330
597;985;0;0;44;44;0;44;0;44;0;0;0;0;0;0;1161
598;44;0;0;0;0;0;0;0;0;0;0;0;0;44;0;88
599;590;0;0;44;88;0;44;44;0;0;0;0;0;0;0;810
600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
601;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
602;584;44;0;44;126;0;0;0;0;0;0;0;0;0;0;798
604;56;0;0;0;44;0;0;0;0;0;0;0;0;44;0;144
606;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
607;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
608;88;0;0;0;0;0;0;0;0;0;0;0;0;44;0;132
609;2150;220;0;44;232;0;44;88;44;0;0;0;44;0;0;2866
610;1779;0;88;44;147;0;0;44;0;0;44;0;0;0;0;2146
611;802;0;0;44;364;0;44;0;44;0;0;0;0;0;0;1298
612;901;0;0;44;0;0;44;0;44;0;0;0;0;0;0;1033
613;2142;44;0;44;232;0;44;88;44;0;0;0;44;0;0;2682
614;618;30;0;44;71;0;0;44;44;0;44;0;0;0;0;895
615;638;0;0;44;88;0;44;44;44;0;0;0;0;0;0;902
616;1689;0;0;44;50;0;44;44;44;0;0;0;0;0;0;1915
617;789;44;0;44;44;0;44;44;0;0;44;0;0;0;0;1053
618;1558;0;0;44;44;0;0;44;44;0;88;0;0;0;0;1822
620;1230;44;0;44;30;0;44;44;44;0;0;0;0;0;0;1480
621;776;0;44;44;88;0;44;44;44;0;0;0;0;0;0;1084
623;316;0;0;44;0;0;44;0;0;0;0;0;0;0;0;404
624;329;0;0;44;0;0;0;0;0;0;0;0;0;0;0;373
625;743;0;44;44;143;0;44;44;0;0;0;0;0;0;0;1062
626;1528;0;0;44;44;0;44;44;44;0;0;0;0;0;0;1748
628;708;44;0;44;88;0;44;44;44;0;0;0;0;0;0;1016
629;1828;0;0;44;0;0;44;44;44;0;0;0;0;0;30;2034
630;839;0;0;44;30;0;44;44;44;0;0;0;0;0;0;1045
631;780;0;0;44;74;0;44;44;44;0;44;0;0;0;0;1074
632;849;74;0;44;44;0;0;44;44;0;0;0;0;0;0;1099
634;230;0;0;0;0;0;0;0;0;0;0;0;0;44;0;274
635;32;0;0;0;0;0;0;0;0;0;0;0;0;44;0;76
637;783;0;0;44;0;0;44;44;44;0;44;0;0;0;0;1003
638;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
639;88;0;0;0;68;0;0;0;0;0;0;0;0;44;0;200
640;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
641;138;0;0;0;8;0;0;0;0;0;0;0;0;44;0;190
642;478;0;0;0;0;0;0;0;0;0;0;0;0;44;0;522
643;528;44;0;0;14;0;0;0;0;0;0;0;0;44;0;630
644;199;0;0;0;0;0;0;0;0;0;0;0;0;44;0;243
645;2;0;0;0;16;0;0;0;0;0;0;0;0;44;0;62
646;2994;102;88;44;188;0;44;44;0;0;44;0;66;0;0;3614
647;758;65;84;42;0;0;40;0;0;0;0;0;0;0;0;989
648;1734;0;0;44;82;0;44;44;0;0;0;0;44;0;0;1992
649;2150;27;44;44;0;0;88;42;130;0;0;0;0;0;0;2525
650;658;0;0;44;38;0;44;44;38;0;0;0;0;0;0;866
654;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
655;561;0;0;44;187;0;0;0;0;44;0;0;0;0;44;880
656;934;44;0;44;0;0;44;0;44;0;0;0;0;0;0;1110
657;797;0;0;44;0;0;44;0;44;0;0;0;0;0;0;929
658;442;0;0;0;194;0;44;0;0;0;0;0;0;44;0;724
659;33;0;0;0;0;0;0;0;0;0;0;0;0;44;0;77
660;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
661;14;0;0;0;0;0;0;0;0;0;0;0;0;44;0;58
662;13;0;0;0;0;0;0;0;0;0;0;0;0;44;0;57
663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
664;1228;44;0;44;318;0;0;0;0;0;0;0;0;0;0;1634
665;1493;172;0;44;0;0;44;44;44;0;0;0;0;0;0;1841
666;917;44;0;44;102;0;0;0;44;0;44;0;0;0;43;1238
668;923;44;0;44;0;0;44;88;88;0;0;0;0;0;0;1231
669;537;0;0;44;0;0;44;0;0;0;0;0;0;0;0;625
671;703;44;0;44;0;0;0;0;0;0;0;0;0;0;0;791
672;610;0;0;44;0;0;44;0;0;0;0;0;0;0;0;698
673;565;74;0;44;0;0;0;44;0;0;0;0;0;0;0;727
674;7;0;0;0;0;0;0;0;0;0;0;0;0;44;0;51
675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
676;5;0;0;0;10;0;0;0;0;0;0;0;0;44;0;59
678;103;0;0;0;0;0;0;0;0;0;0;0;0;44;0;147
680;368;44;0;44;0;0;0;0;0;0;0;0;0;0;0;456
681;2;0;0;0;20;0;0;0;0;0;0;0;0;44;0;66
682;437;0;0;0;0;0;44;0;0;0;0;0;0;44;0;525
683;73;0;0;0;0;0;0;0;0;0;0;0;0;44;0;117
685;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
686;176;0;0;0;84;0;0;0;0;0;0;0;0;44;0;304
687;2;0;0;0;0;0;0;0;0;0;0;0;0;44;0;46
688;8;0;0;0;10;0;0;0;0;0;0;0;0;44;0;62
689;2;0;0;0;0;0;0;0;0;0;0;0;0;44;0;46
690;1493;132;44;44;84;0;0;44;44;0;0;0;0;0;0;1885
691;542;0;0;44;164;0;44;0;44;0;0;0;0;0;0;838
692;722;0;0;44;40;0;44;0;0;0;0;0;0;0;0;850
693;42;0;0;0;0;0;0;0;0;0;0;0;0;44;0;86
694;658;0;0;44;0;0;88;0;0;0;0;0;0;0;30;820
695;44;0;0;0;0;0;0;0;0;0;0;0;0;44;0;88
696;23;0;0;0;16;0;0;0;0;0;0;0;0;44;0;83
697;39;0;0;0;0;0;0;0;0;0;0;0;0;44;0;83
699;60;0;0;0;0;0;0;0;0;0;0;0;0;44;0;104
701;1123;44;0;44;0;30;44;132;44;44;0;0;0;0;0;1505
704;1776;44;0;44;69;0;44;132;44;0;0;0;0;0;0;2153
705;2479;132;44;44;220;0;44;88;0;0;0;0;0;0;0;3051
706;1214;44;44;44;44;0;44;0;44;0;0;0;0;0;0;1478
707;926;44;0;44;288;0;44;88;44;0;0;0;0;0;0;1478
708;720;44;0;44;84;0;44;44;44;0;0;0;0;0;0;1024
709;755;44;44;44;0;0;44;0;44;0;0;0;0;0;0;975
710;737;88;0;44;0;0;44;44;44;0;0;0;0;0;0;1001
711;807;44;44;44;104;0;44;44;44;0;39;0;0;0;0;1214
712;1054;0;0;44;246;0;44;44;44;0;0;0;0;0;0;1476
713;576;0;0;44;140;0;44;0;44;0;44;0;0;0;0;892
714;1186;44;0;44;0;0;44;44;44;0;0;0;0;0;0;1406
715;615;0;0;44;40;0;44;38;44;0;0;0;0;0;0;825
716;1061;44;0;44;80;0;44;44;44;0;44;0;0;0;0;1405
718;582;0;0;44;88;0;44;44;0;0;0;0;0;0;0;802
719;490;0;0;44;0;0;44;88;30;0;0;0;0;0;0;696
721;1306;44;0;44;109;0;44;88;44;0;0;0;0;0;0;1679
722;646;88;0;44;30;0;44;44;44;0;0;0;0;0;0;940
723;71;0;0;0;0;0;0;0;0;0;0;0;0;44;0;115
724;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
725;776;0;0;44;0;0;44;44;44;0;0;0;0;0;0;952
726;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;44
727;2;0;0;0;0;0;0;0;0;0;0;0;0;44;0;46
728;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
729;436;0;0;0;0;0;0;0;0;0;0;0;0;44;0;480
730;652;0;0;44;39;0;0;0;0;0;0;0;0;0;0;735
731;373;0;0;0;0;0;0;0;0;0;26;0;0;44;0;443
732;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
733;300;0;0;0;0;0;0;0;0;0;0;0;0;44;0;344
735;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
736;5;0;0;0;0;0;0;0;0;0;0;0;0;44;0;49
737;869;0;0;44;43;0;44;0;0;0;0;0;0;0;0;1000
738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
740;433;0;0;44;88;0;0;0;0;0;0;0;0;0;0;565
741;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
743;392;0;0;0;0;0;0;0;0;0;0;0;0;44;0;436
744;3;0;0;0;0;0;0;0;0;0;0;0;0;44;0;47
745;5;0;0;0;0;0;0;0;0;0;0;0;0;44;0;49
746;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
747;524;0;0;0;38;0;44;0;0;0;0;0;0;44;0;650
749;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
750;525;0;0;0;16;0;0;0;0;0;0;0;0;44;0;585
752;2;0;0;0;0;0;0;0;0;0;0;0;0;44;0;46
753;573;0;0;0;39;0;0;0;0;0;0;0;0;44;0;656
754;20;0;0;0;0;0;0;0;0;0;0;0;0;44;0;64
755;2;0;0;0;0;0;0;0;0;0;0;0;0;44;0;46
756;17;0;0;0;0;0;0;0;0;0;0;0;0;44;0;61
757;607;0;0;44;0;0;0;0;0;0;44;0;0;0;0;695
758;5;0;0;0;0;0;0;0;0;0;0;0;0;44;0;49
759;143;0;0;0;0;0;0;0;0;0;0;0;0;44;0;187
760;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
761;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
762;38;0;0;0;0;0;0;0;0;0;0;0;0;44;0;82
763;1509;35;0;44;224;0;44;44;0;44;44;0;0;0;0;1988
766;2195;125;0;44;499;0;44;0;64;0;0;0;0;0;0;2971
767;534;0;0;44;0;0;44;0;0;0;0;0;0;0;0;622
768;1216;121;0;44;0;0;40;42;0;0;0;0;0;0;0;1463
769;1706;44;176;44;0;0;0;0;0;0;0;0;0;0;0;1970
770;927;88;0;44;0;0;44;44;44;0;44;0;0;0;0;1235
771;39;0;0;8;0;0;0;0;0;0;0;0;0;0;0;47
772;681;0;44;44;0;0;0;0;0;0;0;0;44;0;0;813
773;416;0;0;0;0;0;0;0;0;0;0;0;0;44;0;460
774;975;0;0;44;44;0;44;0;40;0;0;0;0;0;0;1147
775;25;0;0;0;0;0;0;0;0;0;0;0;0;44;0;69
776;26;0;0;0;0;0;0;0;0;0;0;0;0;44;0;70
777;13;0;0;0;0;0;0;0;0;0;0;0;0;44;0;57
778;54;0;0;0;0;0;0;0;0;0;0;0;0;44;0;98
780;39;0;0;0;0;0;0;0;0;0;0;0;0;44;0;83
783;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
784;15;0;0;0;0;0;0;0;0;0;0;0;0;44;0;59
785;21;0;0;0;0;0;0;0;0;0;0;0;0;44;0;65
786;10;0;0;0;0;0;0;0;0;0;0;0;0;44;0;54
787;46;0;0;0;13;0;0;0;0;0;0;0;0;44;0;103
788;5;0;0;0;14;0;0;0;0;0;0;0;0;44;0;63
789;5;0;0;0;10;0;0;0;0;0;0;0;0;44;0;59
790;20;0;0;0;3;0;0;0;0;0;0;0;0;44;0;67
791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
792;0;0;0;0;10;0;0;0;0;0;0;0;0;44;0;54
793;246;0;0;0;64;0;0;0;0;0;0;0;0;44;0;354
795;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
797;10;0;0;0;3;0;0;0;0;0;0;0;0;44;0;57
798;1519;88;0;44;44;0;44;44;44;0;0;0;0;0;43;1870
799;1522;44;0;44;44;0;88;44;44;0;0;0;0;0;0;1830
800;455;44;0;44;176;0;0;0;0;0;0;0;0;0;0;719
802;1738;44;44;44;44;0;44;44;0;0;0;0;0;0;0;2002
803;603;88;0;44;104;0;0;0;0;0;0;0;0;0;0;839
804;615;88;0;44;44;0;0;0;0;0;0;0;0;0;0;791
805;38;0;0;0;0;0;0;0;0;0;0;0;0;44;0;82
806;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
807;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
809;50;0;0;0;0;0;0;0;0;0;0;0;0;44;0;94
810;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
812;4;0;0;0;0;0;0;0;0;0;0;0;0;44;0;48
813;2;0;0;0;0;0;0;0;0;0;0;0;0;44;0;46
814;8;0;0;0;0;0;0;0;0;0;0;0;0;44;0;52
816;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
817;3;0;0;0;44;0;0;0;0;0;0;0;0;44;0;91
818;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
819;10;0;0;0;0;0;0;0;0;0;0;0;0;44;0;54
820;4;0;0;0;0;0;0;0;0;0;0;0;0;44;0;48
821;591;0;0;44;34;0;0;0;0;0;0;0;0;0;0;669
822;705;0;0;0;0;0;0;0;44;0;0;0;0;44;0;793
823;4;0;0;0;0;0;0;0;0;0;0;0;0;44;0;48
824;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
825;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
826;4;0;0;0;0;0;0;0;0;0;0;0;0;44;0;48
827;700;0;0;44;0;0;44;0;0;0;0;0;0;0;0;788
828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
830;4;0;0;0;44;0;0;0;0;0;0;0;0;44;0;92
831;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
833;231;0;0;44;88;0;0;0;0;0;0;0;0;0;44;407
834;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
835;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
836;7;0;0;0;0;0;0;0;0;0;0;0;0;44;0;51
837;158;0;0;0;0;0;0;0;0;0;0;0;0;44;0;202
838;46;0;0;0;0;0;0;0;0;0;0;0;0;44;0;90
839;153;0;0;0;0;0;0;0;0;0;0;0;0;44;0;197
840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
842;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
843;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
844;5;0;0;0;0;0;0;0;0;0;0;0;0;44;0;49
845;1510;44;44;44;308;0;44;44;44;0;44;0;44;0;0;2170
847;2099;0;0;44;126;0;44;44;0;0;0;0;0;0;0;2357
848;1025;0;0;44;44;0;44;0;44;0;0;0;0;0;0;1201
849;646;0;0;44;48;0;44;0;0;0;0;0;0;0;0;782
850;225;0;0;0;0;0;0;0;0;0;0;0;0;44;0;269
851;455;0;0;44;16;0;44;0;0;0;0;0;0;0;0;559
852;519;0;0;44;0;0;0;0;0;0;0;0;0;0;0;563
853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
854;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
856;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
857;184;0;0;0;0;0;0;0;0;0;0;0;0;44;0;228
859;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
861;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
862;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
864;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
865;9;0;0;0;0;0;0;0;0;0;0;0;0;44;0;53
866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
868;18;0;0;44;0;0;0;0;0;0;0;0;0;0;0;62
869;11;0;0;0;0;0;0;0;0;0;0;0;0;44;0;55
870;134;0;0;0;0;0;0;0;0;0;0;0;0;44;0;178
871;141;0;0;0;0;0;0;0;0;0;0;0;0;44;0;185
872;5;0;0;0;0;0;0;0;0;0;0;0;0;44;0;49
874;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
875;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
876;373;0;0;0;44;0;0;0;0;0;0;0;0;44;0;461
878;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
879;53;0;0;0;0;18;0;0;0;0;0;0;0;44;0;115
881;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
882;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
883;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
884;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
885;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
886;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
887;8;0;0;0;0;0;0;0;0;0;0;0;0;44;0;52
888;86;0;0;0;0;0;0;0;0;0;0;0;0;44;0;130
889;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
890;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;44
891;24;0;0;0;0;0;0;0;0;0;0;0;0;44;0;68
892;141;0;0;44;0;0;0;0;0;0;0;0;0;0;0;185
893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
896;24;0;0;0;0;0;0;0;0;0;0;0;0;44;0;68
897;1300;0;44;44;0;0;44;44;0;0;0;0;44;0;0;1520
898;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
899;13;0;0;0;0;0;0;0;0;0;0;0;0;44;0;57
900;17;0;0;44;0;0;0;0;0;0;0;0;0;0;0;61
901;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
902;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
904;2;0;0;0;0;0;0;0;0;0;0;0;0;44;0;46
905;397;0;0;0;0;0;0;0;0;0;0;0;0;44;0;441
906;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
907;16;0;0;0;0;0;0;0;0;0;0;0;0;44;0;60
908;569;0;0;44;44;0;0;0;0;0;0;0;0;0;0;657
909;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
910;368;0;0;0;0;0;0;0;0;0;0;0;0;44;0;412
911;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
914;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
915;311;0;0;0;0;0;0;0;0;0;0;0;0;44;0;355
916;2;0;0;0;0;0;0;0;0;0;0;0;0;44;0;46
917;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
919;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
921;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
922;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
923;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
924;209;0;0;0;0;0;0;0;0;0;0;0;0;44;0;253
925;15;0;0;0;0;0;0;0;0;0;0;0;0;44;0;59
926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
928;22;0;0;0;0;0;0;0;0;0;0;0;0;44;0;66
929;480;0;0;0;72;0;0;0;0;0;0;0;0;44;0;596
931;17;0;0;0;0;0;0;0;0;0;0;0;0;44;0;61
932;588;0;0;0;0;0;44;0;0;0;0;0;0;44;0;676
933;14;0;0;0;0;0;0;0;0;0;0;0;0;44;0;58
934;12;0;0;0;0;0;0;0;0;0;0;0;0;44;0;56
935;46;0;0;0;0;0;0;0;0;0;0;0;0;44;0;90
936;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
937;381;0;0;0;0;0;0;0;0;0;0;0;0;44;0;425
939;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
940;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
943;5;0;0;0;0;0;0;0;0;0;0;0;0;44;0;49
945;168;0;0;0;0;0;0;0;0;0;0;0;0;44;0;212
946;645;0;0;0;0;0;44;0;0;0;0;0;0;44;0;733
947;639;0;0;44;30;0;44;0;0;0;0;0;0;0;0;757
948;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
949;12;0;0;0;0;0;0;0;0;0;0;0;0;44;0;56
950;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
951;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
952;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
953;226;0;0;0;88;0;44;0;0;0;0;0;0;44;0;402
954;24;0;0;0;0;0;0;0;0;0;0;0;0;44;0;68
955;14;0;0;0;0;0;0;0;0;0;0;0;0;44;0;58
956;11;0;0;0;0;0;0;0;0;0;0;0;0;44;0;55
957;12;0;0;0;0;0;0;0;0;0;0;0;0;44;0;56
959;604;88;0;44;0;0;0;0;0;0;0;0;0;0;0;736
960;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
962;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
963;0;0;0;0;0;0;0;0;0;0;0;0;0;44;0;44
964;271;0;0;44;93;44;44;0;10;0;0;0;0;0;0;506
967;1317;0;0;44;88;0;44;44;44;0;39;0;0;0;44;1664
968;1856;0;0;44;0;0;44;44;44;0;88;0;0;0;0;2120
969;1573;44;44;44;66;0;0;88;0;0;0;0;0;0;0;1859
970;814;0;0;44;4;0;0;0;0;0;0;0;0;0;0;862
971;1256;44;0;44;44;0;0;0;44;0;0;0;0;0;132;1564
972;819;44;44;44;0;0;0;0;88;0;0;0;0;0;0;1039
