RBD;GRADO;CD2018
8454;Media;MEDIO
8455;Media;MEDIO
8457;Media;MEDIO
8463;Media;MEDIO
8464;Media;MEDIO
8474;Media;MEDIO-BAJO
8483;Media;MEDIO
8485;Media;ALTO
8487;Media;ALTO
8488;Media;INSUFICIENTE
8489;Media;MEDIO
8490;Media;MEDIO-BAJO
8491;Media;MEDIO-BAJO
8492;Media;MEDIO
8494;Media;INSUFICIENTE
8495;Media;SIN CATEGORIA: FALTA DE INFORMACION
8496;Media;INSUFICIENTE
8497;Media;INSUFICIENTE
8498;Media;MEDIO-BAJO
8499;Media;MEDIO
8500;Media;MEDIO-BAJO
8501;Media;MEDIO-BAJO
8502;Media;MEDIO
8503;Media;MEDIO
8504;Media;MEDIO-BAJO
8505;Media;MEDIO
8506;Media;MEDIO
8507;Media;MEDIO
8508;Media;MEDIO-BAJO
8510;Media;MEDIO-BAJO
8511;Media;MEDIO-BAJO
8514;Media;MEDIO
8518;Media;INSUFICIENTE
8535;Media;INSUFICIENTE
8542;Media;MEDIO
8589;Media;MEDIO
8592;Media;ALTO
8598;Media;MEDIO
8601;Media;MEDIO-BAJO
8603;Media;MEDIO
8604;Media;MEDIO
8609;Media;MEDIO
8611;Media;MEDIO
8613;Media;ALTO
8614;Media;MEDIO
8615;Media;MEDIO
8616;Media;MEDIO
8617;Media;MEDIO
8618;Media;ALTO
8620;Media;MEDIO
8625;Media;MEDIO-BAJO
8627;Media;INSUFICIENTE
8629;Media;MEDIO
8631;Media;MEDIO-BAJO
8632;Media;ALTO
8634;Media;MEDIO
8636;Media;MEDIO
8639;Media;MEDIO
8643;Media;MEDIO
8644;Media;INSUFICIENTE
8645;Media;MEDIO
8649;Media;MEDIO
8650;Media;MEDIO
8652;Media;MEDIO
8654;Media;INSUFICIENTE
8657;Media;MEDIO-BAJO
8658;Media;ALTO
8666;Media;MEDIO
8671;Media;MEDIO
8675;Media;MEDIO
8676;Media;MEDIO
8680;Media;MEDIO
8681;Media;MEDIO
8682;Media;MEDIO
8697;Media;MEDIO
8715;Media;MEDIO
8724;Media;MEDIO-BAJO
8728;Media;SIN CATEGORIA: FALTA DE INFORMACION
8740;Media;MEDIO
8748;Media;MEDIO
8750;Media;ALTO
8754;Media;MEDIO
8755;Media;MEDIO
8756;Media;MEDIO
8757;Media;ALTO
8759;Media;MEDIO
8761;Media;MEDIO
8762;Media;MEDIO
8768;Media;MEDIO
8769;Media;MEDIO
8791;Media;MEDIO
8811;Media;MEDIO
8812;Media;MEDIO
8813;Media;MEDIO-BAJO
8814;Media;MEDIO-BAJO
8815;Media;MEDIO
8818;Media;ALTO
8819;Media;MEDIO
8821;Media;MEDIO
8822;Media;ALTO
8825;Media;MEDIO
8827;Media;MEDIO
8828;Media;MEDIO
8833;Media;ALTO
8835;Media;ALTO
8841;Media;ALTO
8846;Media;MEDIO
8849;Media;MEDIO
8854;Media;MEDIO
8860;Media;MEDIO
8861;Media;MEDIO
8862;Media;MEDIO
8863;Media;MEDIO
8867;Media;MEDIO
8868;Media;MEDIO
8869;Media;ALTO
8870;Media;MEDIO
8871;Media;ALTO
8872;Media;ALTO
8873;Media;ALTO
8876;Media;SIN CATEGORIA: BAJA MATRICULA
8877;Media;MEDIO
8878;Media;ALTO
8880;Media;ALTO
8883;Media;INSUFICIENTE
8885;Media;MEDIO
8888;Media;ALTO
8892;Media;MEDIO-BAJO
8893;Media;ALTO
8894;Media;MEDIO
8895;Media;MEDIO-BAJO
8900;Media;MEDIO-BAJO
8902;Media;ALTO
8903;Media;MEDIO
8904;Media;ALTO
8905;Media;MEDIO-BAJO
8906;Media;ALTO
8909;Media;MEDIO
8911;Media;MEDIO
8914;Media;MEDIO
8917;Media;MEDIO
8919;Media;ALTO
8921;Media;INSUFICIENTE
8923;Media;MEDIO
8925;Media;MEDIO-BAJO
8926;Media;MEDIO
8927;Media;ALTO
8928;Media;MEDIO
8930;Media;MEDIO
8938;Media;MEDIO-BAJO
8944;Media;MEDIO
8945;Media;MEDIO
8950;Media;MEDIO
8953;Media;ALTO
8954;Media;MEDIO
8956;Media;SIN CATEGORIA: BAJA MATRICULA
8959;Media;MEDIO-BAJO
8966;Media;MEDIO
8969;Media;MEDIO
8972;Media;ALTO
8974;Media;MEDIO
8978;Media;MEDIO
8979;Media;MEDIO
8981;Media;MEDIO
8984;Media;ALTO
8988;Media;ALTO
8991;Media;MEDIO
8992;Media;ALTO
8995;Media;ALTO
8996;Media;MEDIO
8997;Media;MEDIO-BAJO
8998;Media;ALTO
9003;Media;ALTO
9004;Media;MEDIO
9006;Media;INSUFICIENTE
9007;Media;INSUFICIENTE
9008;Media;MEDIO-BAJO
9020;Media;MEDIO
9033;Media;MEDIO
9035;Media;MEDIO-BAJO
9038;Media;INSUFICIENTE
9039;Media;MEDIO
9042;Media;ALTO
9046;Media;ALTO
9051;Media;ALTO
9053;Media;MEDIO
9054;Media;ALTO
9058;Media;MEDIO
9060;Media;MEDIO-BAJO
9061;Media;MEDIO
9063;Media;MEDIO
9064;Media;MEDIO-BAJO
9065;Media;MEDIO
9069;Media;INSUFICIENTE
9071;Media;ALTO
9072;Media;INSUFICIENTE
9073;Media;ALTO
9074;Media;MEDIO
9075;Media;INSUFICIENTE
9077;Media;MEDIO-BAJO
9078;Media;ALTO
9082;Media;MEDIO-BAJO
9087;Media;MEDIO-BAJO
9088;Media;MEDIO-BAJO
9100;Media;ALTO
9105;Media;MEDIO-BAJO
9106;Media;MEDIO-BAJO
9107;Media;INSUFICIENTE
9117;Media;SIN CATEGORIA: BAJA MATRICULA
9135;Media;MEDIO-BAJO
9140;Media;MEDIO
9146;Media;MEDIO
9147;Media;MEDIO
9150;Media;MEDIO-BAJO (NUEVO)
9151;Media;MEDIO
9158;Media;MEDIO
9159;Media;MEDIO-BAJO
9164;Media;MEDIO
9168;Media;MEDIO
9172;Media;MEDIO-BAJO
9177;Media;MEDIO-BAJO
9179;Media;MEDIO
9182;Media;MEDIO-BAJO
9184;Media;MEDIO
9185;Media;MEDIO
9194;Media;MEDIO-BAJO
9200;Media;MEDIO
9208;Media;MEDIO-BAJO
9209;Media;MEDIO
9213;Media;MEDIO-BAJO
9216;Media;ALTO
9217;Media;MEDIO
9221;Media;MEDIO-BAJO
9228;Media;INSUFICIENTE
9230;Media;MEDIO
9237;Media;ALTO
9239;Media;SIN CATEGORIA: BAJA MATRICULA
9244;Media;MEDIO
9246;Media;MEDIO
9249;Media;ALTO
9250;Media;MEDIO
9259;Media;MEDIO
9263;Media;INSUFICIENTE
9267;Media;MEDIO
9270;Media;MEDIO-BAJO
9271;Media;ALTO
9276;Media;MEDIO
9277;Media;MEDIO
9278;Media;MEDIO
9281;Media;INSUFICIENTE
9283;Media;MEDIO-BAJO (NUEVO)
9285;Media;MEDIO
9288;Media;MEDIO-BAJO
9292;Media;MEDIO-BAJO
9293;Media;INSUFICIENTE
9294;Media;MEDIO-BAJO
9298;Media;INSUFICIENTE
9312;Media;MEDIO-BAJO
9317;Media;MEDIO
9318;Media;MEDIO
9324;Media;MEDIO
9328;Media;INSUFICIENTE
9330;Media;INSUFICIENTE
9331;Media;INSUFICIENTE
9332;Media;MEDIO-BAJO
9339;Media;SIN CATEGORIA: BAJA MATRICULA
9340;Media;MEDIO
9347;Media;MEDIO
9356;Media;MEDIO
9362;Media;MEDIO
9369;Media;MEDIO
9373;Media;MEDIO
9377;Media;MEDIO
9385;Media;MEDIO
9396;Media;MEDIO
9405;Media;MEDIO-BAJO
9406;Media;MEDIO
9407;Media;MEDIO
9408;Media;MEDIO-BAJO
9409;Media;MEDIO
9410;Media;INSUFICIENTE
9411;Media;INSUFICIENTE
9419;Media;INSUFICIENTE
9472;Media;MEDIO-BAJO
9474;Media;MEDIO
9484;Media;MEDIO
9486;Media;MEDIO-BAJO
9487;Media;MEDIO-BAJO
9489;Media;MEDIO-BAJO
9500;Media;MEDIO
9502;Media;MEDIO
9504;Media;MEDIO
9505;Media;MEDIO
9509;Media;MEDIO
9519;Media;MEDIO
9534;Media;MEDIO
9553;Media;MEDIO
9564;Media;MEDIO
9570;Media;ALTO
9579;Media;MEDIO
9581;Media;INSUFICIENTE
9582;Media;MEDIO-BAJO
9583;Media;INSUFICIENTE
9584;Media;MEDIO
9587;Media;MEDIO-BAJO
9599;Media;MEDIO-BAJO
9601;Media;INSUFICIENTE
9608;Media;INSUFICIENTE
9634;Media;MEDIO-BAJO
9637;Media;MEDIO
9643;Media;SIN CATEGORIA: FALTA DE INFORMACION
9646;Media;ALTO
9647;Media;MEDIO
9655;Media;ALTO
9656;Media;ALTO
9659;Media;INSUFICIENTE
9660;Media;MEDIO-BAJO (NUEVO)
9665;Media;MEDIO-BAJO
9684;Media;ALTO
9686;Media;MEDIO
9687;Media;INSUFICIENTE
9688;Media;INSUFICIENTE
9690;Media;INSUFICIENTE
9693;Media;MEDIO-BAJO
9694;Media;MEDIO-BAJO
9695;Media;INSUFICIENTE
9697;Media;INSUFICIENTE
9701;Media;INSUFICIENTE
9722;Media;MEDIO-BAJO
9726;Media;INSUFICIENTE
9743;Media;SIN CATEGORIA: BAJA MATRICULA
9754;Media;MEDIO-BAJO
9757;Media;MEDIO
9758;Media;MEDIO
9759;Media;MEDIO
9766;Media;MEDIO
9767;Media;MEDIO
9768;Media;MEDIO
9771;Media;MEDIO-BAJO
9779;Media;MEDIO
9780;Media;MEDIO-BAJO
9781;Media;MEDIO
9784;Media;INSUFICIENTE
9796;Media;MEDIO
9797;Media;MEDIO
9799;Media;MEDIO
9800;Media;ALTO
9801;Media;MEDIO
9810;Media;MEDIO-BAJO
9824;Media;MEDIO-BAJO
9827;Media;MEDIO
9828;Media;MEDIO
9829;Media;MEDIO-BAJO
9834;Media;MEDIO-BAJO
9841;Media;MEDIO-BAJO
9844;Media;MEDIO
9845;Media;MEDIO
9852;Media;MEDIO
9853;Media;INSUFICIENTE
9855;Media;MEDIO
9860;Media;MEDIO
9861;Media;MEDIO-BAJO
9862;Media;MEDIO-BAJO
9863;Media;INSUFICIENTE
9864;Media;MEDIO-BAJO
9865;Media;INSUFICIENTE
9866;Media;INSUFICIENTE
9867;Media;INSUFICIENTE
9887;Media;INSUFICIENTE
9889;Media;MEDIO-BAJO
9896;Media;INSUFICIENTE
9897;Media;MEDIO
9900;Media;MEDIO-BAJO
9903;Media;MEDIO
9905;Media;ALTO
9906;Media;MEDIO
9907;Media;ALTO
9909;Media;MEDIO-BAJO
9910;Media;MEDIO
9911;Media;MEDIO-BAJO
9912;Media;MEDIO
9917;Media;MEDIO
9919;Media;MEDIO
9923;Media;INSUFICIENTE
9924;Media;MEDIO
9926;Media;MEDIO
9930;Media;MEDIO-BAJO
9937;Media;MEDIO
9940;Media;MEDIO
9942;Media;MEDIO-BAJO
9945;Media;INSUFICIENTE
9947;Media;MEDIO
9950;Media;MEDIO
9955;Media;MEDIO-BAJO
9957;Media;MEDIO
9959;Media;MEDIO
9960;Media;MEDIO
9967;Media;ALTO
9970;Media;MEDIO
9972;Media;MEDIO
9973;Media;ALTO
9979;Media;MEDIO
9981;Media;MEDIO
9982;Media;MEDIO-BAJO
9985;Media;INSUFICIENTE
9986;Media;INSUFICIENTE
10023;Media;MEDIO
10030;Media;MEDIO
10042;Media;ALTO
10044;Media;MEDIO-BAJO
10052;Media;INSUFICIENTE
10058;Media;MEDIO-BAJO
10069;Media;ALTO
10073;Media;MEDIO
10075;Media;INSUFICIENTE
10076;Media;INSUFICIENTE
10077;Media;INSUFICIENTE
10091;Media;INSUFICIENTE
10106;Media;MEDIO-BAJO
10126;Media;INSUFICIENTE
10130;Media;MEDIO
10140;Media;MEDIO
10158;Media;MEDIO-BAJO (NUEVO)
10162;Media;MEDIO
10164;Media;MEDIO
10187;Media;ALTO
10193;Media;ALTO
10196;Media;MEDIO
10199;Media;MEDIO-BAJO
10220;Media;MEDIO
10223;Media;MEDIO
10224;Media;ALTO
10232;Media;MEDIO
10240;Media;MEDIO-BAJO (NUEVO)
10246;Media;MEDIO
10248;Media;MEDIO-BAJO
10250;Media;INSUFICIENTE
10251;Media;MEDIO-BAJO
10252;Media;INSUFICIENTE
10253;Media;MEDIO
10254;Media;INSUFICIENTE
10255;Media;INSUFICIENTE
10259;Media;MEDIO-BAJO
10269;Media;INSUFICIENTE
10313;Media;MEDIO
10315;Media;MEDIO-BAJO
10320;Media;MEDIO-BAJO
10329;Media;MEDIO-BAJO
10337;Media;MEDIO
10344;Media;MEDIO
10350;Media;MEDIO
10352;Media;ALTO
10377;Media;INSUFICIENTE
10385;Media;MEDIO-BAJO
10396;Media;MEDIO
10397;Media;MEDIO-BAJO
10399;Media;MEDIO-BAJO
10405;Media;MEDIO-BAJO
10408;Media;MEDIO
10419;Media;MEDIO-BAJO
10432;Media;MEDIO-BAJO
10433;Media;MEDIO
10450;Media;MEDIO
10452;Media;INSUFICIENTE
10453;Media;MEDIO-BAJO
10455;Media;MEDIO
10456;Media;MEDIO-BAJO
10457;Media;MEDIO-BAJO
10470;Media;MEDIO-BAJO
10479;Media;ALTO
10482;Media;MEDIO-BAJO
10484;Media;MEDIO
10487;Media;MEDIO
10489;Media;MEDIO
10492;Media;MEDIO
10493;Media;MEDIO-BAJO
10496;Media;MEDIO
10500;Media;MEDIO
10501;Media;MEDIO-BAJO
10503;Media;MEDIO
10505;Media;MEDIO
10506;Media;ALTO
10507;Media;MEDIO
10512;Media;MEDIO
10513;Media;MEDIO-BAJO
10515;Media;MEDIO
10516;Media;MEDIO
10520;Media;MEDIO
10526;Media;MEDIO-BAJO
10540;Media;MEDIO
10541;Media;MEDIO
10542;Media;MEDIO-BAJO
10543;Media;INSUFICIENTE
10544;Media;INSUFICIENTE
10545;Media;INSUFICIENTE
10551;Media;INSUFICIENTE
10573;Media;INSUFICIENTE
10588;Media;MEDIO
10592;Media;INSUFICIENTE
10594;Media;MEDIO
10600;Media;MEDIO
10604;Media;MEDIO-BAJO
10606;Media;MEDIO
10607;Media;MEDIO-BAJO
10608;Media;ALTO
10610;Media;MEDIO
10611;Media;MEDIO
10615;Media;ALTO
10618;Media;MEDIO
10626;Media;MEDIO
10628;Media;MEDIO-BAJO
10632;Media;MEDIO-BAJO
10635;Media;MEDIO
10638;Media;MEDIO-BAJO
10641;Media;INSUFICIENTE
10642;Media;MEDIO-BAJO
10645;Media;MEDIO-BAJO
10658;Media;MEDIO
10662;Media;ALTO
10663;Media;MEDIO-BAJO
10666;Media;MEDIO-BAJO
10667;Media;MEDIO
10669;Media;MEDIO
10683;Media;INSUFICIENTE
10685;Media;ALTO
10686;Media;MEDIO-BAJO
10696;Media;MEDIO
10697;Media;MEDIO-BAJO
10710;Media;ALTO
10711;Media;MEDIO
10713;Media;MEDIO
10715;Media;MEDIO
10717;Media;INSUFICIENTE
10719;Media;MEDIO
10721;Media;MEDIO
10723;Media;ALTO
10724;Media;ALTO
10725;Media;MEDIO-BAJO
10726;Media;ALTO
10727;Media;MEDIO-BAJO
10734;Media;MEDIO
10735;Media;MEDIO-BAJO
10744;Media;MEDIO
10746;Media;MEDIO-BAJO
10749;Media;MEDIO
10751;Media;INSUFICIENTE
10757;Media;MEDIO-BAJO
10772;Media;MEDIO
10773;Media;MEDIO
10777;Media;ALTO
10780;Media;MEDIO-BAJO
10781;Media;MEDIO-BAJO
10783;Media;MEDIO-BAJO
10792;Media;MEDIO
10828;Media;ALTO
10829;Media;SIN CATEGORIA: BAJA MATRICULA
10830;Media;MEDIO
10831;Media;ALTO
10832;Media;MEDIO
10833;Media;MEDIO
10834;Media;MEDIO
10845;Media;MEDIO-BAJO
10851;Media;MEDIO
10854;Media;MEDIO
10873;Media;MEDIO-BAJO
10892;Media;ALTO
10900;Media;MEDIO
10901;Media;MEDIO
10906;Media;MEDIO
10911;Media;MEDIO-BAJO
10915;Media;ALTO
10917;Media;ALTO
10962;Media;MEDIO
10967;Media;ALTO
10968;Media;INSUFICIENTE
10970;Media;MEDIO-BAJO
11034;Media;INSUFICIENTE
11035;Media;ALTO
11038;Media;MEDIO-BAJO
11103;Media;ALTO
11105;Media;MEDIO
11106;Media;ALTO
11107;Media;MEDIO
11110;Media;MEDIO
11111;Media;INSUFICIENTE
11130;Media;MEDIO
11133;Media;MEDIO-BAJO
11139;Media;MEDIO-BAJO
11144;Media;MEDIO
11145;Media;ALTO
11155;Media;MEDIO-BAJO
11157;Media;MEDIO
11176;Media;ALTO
11177;Media;MEDIO
11199;Media;MEDIO
11209;Media;MEDIO
11214;Media;MEDIO
11217;Media;MEDIO-BAJO
11237;Media;MEDIO
11240;Media;ALTO
11241;Media;MEDIO-BAJO
11248;Media;SIN CATEGORIA: BAJA MATRICULA
11256;Media;MEDIO
11265;Media;MEDIO-BAJO
11287;Media;MEDIO-BAJO
11291;Media;MEDIO
11336;Media;ALTO
11348;Media;MEDIO
11397;Media;MEDIO-BAJO
11400;Media;MEDIO
11415;Media;MEDIO-BAJO
11430;Media;ALTO
11498;Media;MEDIO
11527;Media;MEDIO
11591;Media;MEDIO
11608;Media;MEDIO-BAJO
11678;Media;MEDIO
11680;Media;MEDIO
11681;Media;MEDIO
11706;Media;MEDIO
11709;Media;ALTO
11716;Media;SIN CATEGORIA: BAJA MATRICULA
11766;Media;MEDIO-BAJO
11776;Media;MEDIO
11805;Media;MEDIO
11812;Media;MEDIO
11818;Media;MEDIO-BAJO
11831;Media;INSUFICIENTE
11843;Media;MEDIO
11851;Media;MEDIO
11867;Media;MEDIO-BAJO
11871;Media;MEDIO
11883;Media;MEDIO-BAJO
11885;Media;INSUFICIENTE
11918;Media;MEDIO
11923;Media;MEDIO-BAJO
11931;Media;MEDIO-BAJO
11936;Media;MEDIO
11947;Media;MEDIO
11962;Media;ALTO
11965;Media;ALTO
11968;Media;MEDIO
11971;Media;MEDIO
11977;Media;MEDIO
11994;Media;MEDIO-BAJO
12001;Media;MEDIO
12004;Media;MEDIO-BAJO
12005;Media;MEDIO
12006;Media;MEDIO
12015;Media;MEDIO
12024;Media;MEDIO
12025;Media;ALTO
12027;Media;MEDIO
12031;Media;MEDIO-BAJO (NUEVO)
12032;Media;ALTO
12033;Media;MEDIO-BAJO
12036;Media;ALTO
12037;Media;MEDIO-BAJO
12046;Media;ALTO
12050;Media;MEDIO-BAJO
12059;Media;MEDIO
12062;Media;MEDIO
12063;Media;MEDIO
12077;Media;MEDIO
12085;Media;ALTO
12086;Media;MEDIO
12087;Media;MEDIO
12090;Media;MEDIO
12094;Media;MEDIO
12111;Media;MEDIO-BAJO
12115;Media;MEDIO-BAJO
12117;Media;INSUFICIENTE
12133;Media;ALTO
12151;Media;MEDIO
12177;Media;ALTO
12183;Media;ALTO
12185;Media;MEDIO
12192;Media;MEDIO
12217;Media;MEDIO
12225;Media;MEDIO
12234;Media;INSUFICIENTE
12241;Media;MEDIO
12242;Media;INSUFICIENTE
12258;Media;SIN CATEGORIA: BAJA MATRICULA
12260;Media;MEDIO-BAJO
12265;Media;ALTO
12266;Media;SIN CATEGORIA: BAJA MATRICULA
12295;Media;ALTO
12301;Media;MEDIO
12305;Media;MEDIO
12309;Media;MEDIO
12312;Media;MEDIO-BAJO
12332;Media;INSUFICIENTE
12336;Media;MEDIO
12368;Media;MEDIO
12502;Media;MEDIO
12504;Media;MEDIO-BAJO
12509;Media;MEDIO
12515;Media;INSUFICIENTE
12518;Media;MEDIO
12534;Media;MEDIO
12547;Media;MEDIO
12551;Media;INSUFICIENTE
12566;Media;MEDIO
12573;Media;MEDIO
12587;Media;MEDIO
12590;Media;MEDIO
12591;Media;MEDIO
12594;Media;MEDIO
12602;Media;MEDIO
12603;Media;MEDIO
12604;Media;MEDIO
12605;Media;MEDIO
12610;Media;MEDIO-BAJO
12630;Media;MEDIO
12631;Media;MEDIO
12632;Media;SIN CATEGORIA: BAJA MATRICULA
12636;Media;MEDIO
12649;Media;MEDIO
12650;Media;MEDIO
12652;Media;MEDIO-BAJO (NUEVO)
12655;Media;MEDIO
12657;Media;MEDIO
12658;Media;MEDIO-BAJO
12667;Media;ALTO
12669;Media;MEDIO
12672;Media;MEDIO-BAJO
12683;Media;INSUFICIENTE
12686;Media;MEDIO
12712;Media;MEDIO
12713;Media;ALTO
12716;Media;MEDIO-BAJO
12719;Media;MEDIO
12720;Media;INSUFICIENTE
12735;Media;MEDIO-BAJO
12741;Media;MEDIO-BAJO
12747;Media;MEDIO-BAJO
12749;Media;MEDIO-BAJO
12759;Media;MEDIO
12762;Media;INSUFICIENTE
12775;Media;MEDIO
12777;Media;SIN CATEGORIA: BAJA MATRICULA
12781;Media;ALTO
12800;Media;MEDIO-BAJO (NUEVO)
12802;Media;ALTO
12823;Media;MEDIO
12829;Media;ALTO
12830;Media;INSUFICIENTE
12832;Media;ALTO
12836;Media;MEDIO-BAJO
12837;Media;MEDIO
12838;Media;MEDIO
12842;Media;MEDIO
12846;Media;MEDIO
12851;Media;ALTO
12853;Media;MEDIO
12855;Media;MEDIO-BAJO
12864;Media;MEDIO
12867;Media;SIN CATEGORIA: BAJA MATRICULA
12868;Media;ALTO
12876;Media;MEDIO
12884;Media;ALTO
12885;Media;MEDIO
12891;Media;MEDIO
12935;Media;MEDIO-BAJO
12943;Media;MEDIO
12958;Media;MEDIO
12961;Media;INSUFICIENTE
12963;Media;MEDIO
12966;Media;MEDIO
12970;Media;MEDIO
12974;Media;INSUFICIENTE
12977;Media;MEDIO
12980;Media;ALTO
13103;Media;MEDIO
13112;Media;MEDIO
13117;Media;ALTO
13125;Media;ALTO
13145;Media;MEDIO-BAJO
13146;Media;MEDIO-BAJO
13149;Media;MEDIO
13156;Media;INSUFICIENTE
13168;Media;INSUFICIENTE
13178;Media;MEDIO-BAJO
13185;Media;MEDIO
13188;Media;MEDIO
13190;Media;ALTO
13202;Media;ALTO
13205;Media;MEDIO
13220;Media;INSUFICIENTE
13300;Media;ALTO
13305;Media;MEDIO
13313;Media;MEDIO
13314;Media;MEDIO
13319;Media;ALTO
13324;Media;MEDIO
13330;Media;INSUFICIENTE
13332;Media;MEDIO
13333;Media;MEDIO-BAJO
13341;Media;MEDIO-BAJO
13344;Media;MEDIO
13352;Media;MEDIO
13356;Media;ALTO
13360;Media;MEDIO
13361;Media;MEDIO
13370;Media;MEDIO
13372;Media;MEDIO
13373;Media;MEDIO
13383;Media;MEDIO
13384;Media;MEDIO
13387;Media;MEDIO
13388;Media;MEDIO
13394;Media;MEDIO-BAJO
13416;Media;INSUFICIENTE
13417;Media;MEDIO
13420;Media;MEDIO
13426;Media;MEDIO
13427;Media;ALTO
13434;Media;ALTO
13437;Media;SIN CATEGORIA: BAJA MATRICULA
13439;Media;MEDIO
13442;Media;MEDIO
13445;Media;MEDIO
13446;Media;MEDIO
13450;Media;ALTO
13461;Media;MEDIO-BAJO
13462;Media;MEDIO-BAJO
13475;Media;MEDIO
13486;Media;MEDIO
13489;Media;MEDIO
13491;Media;MEDIO
13503;Media;MEDIO-BAJO
13504;Media;MEDIO
13513;Media;MEDIO-BAJO
13527;Media;MEDIO
13535;Media;MEDIO
13542;Media;ALTO
13545;Media;MEDIO
13551;Media;MEDIO-BAJO
13553;Media;MEDIO
13558;Media;ALTO
13561;Media;MEDIO
13565;Media;MEDIO
13573;Media;MEDIO
13574;Media;MEDIO
13576;Media;MEDIO-BAJO
13582;Media;MEDIO-BAJO
13586;Media;MEDIO-BAJO (NUEVO)
13587;Media;MEDIO-BAJO
13590;Media;INSUFICIENTE
13604;Media;MEDIO
13606;Media;MEDIO
13610;Media;SIN CATEGORIA: BAJA MATRICULA
13621;Media;INSUFICIENTE
13626;Media;MEDIO-BAJO
13627;Media;MEDIO
13633;Media;MEDIO
14202;Media;MEDIO
14206;Media;INSUFICIENTE
14210;Media;MEDIO
14211;Media;MEDIO
14215;Media;MEDIO-BAJO
14217;Media;MEDIO
14232;Media;MEDIO-BAJO
14233;Media;MEDIO-BAJO (NUEVO)
14237;Media;MEDIO
14249;Media;ALTO
14260;Media;MEDIO-BAJO
14265;Media;SIN CATEGORIA: FALTA DE INFORMACION
14270;Media;MEDIO
14280;Media;ALTO
14284;Media;MEDIO
14288;Media;MEDIO
14299;Media;MEDIO
14313;Media;ALTO
14314;Media;MEDIO
14315;Media;MEDIO-BAJO
14316;Media;MEDIO
14324;Media;SIN CATEGORIA: BAJA MATRICULA
14332;Media;ALTO
14334;Media;MEDIO
14336;Media;INSUFICIENTE
14348;Media;MEDIO
14359;Media;MEDIO
14363;Media;MEDIO
14365;Media;MEDIO-BAJO
14373;Media;MEDIO-BAJO
14375;Media;MEDIO-BAJO
14379;Media;MEDIO
14380;Media;SIN CATEGORIA: BAJA MATRICULA
14381;Media;MEDIO
14387;Media;MEDIO-BAJO
14397;Media;MEDIO
14400;Media;INSUFICIENTE
14413;Media;MEDIO
14416;Media;MEDIO
14418;Media;INSUFICIENTE
14420;Media;MEDIO
14428;Media;SIN CATEGORIA: BAJA MATRICULA
14466;Media;ALTO
14470;Media;MEDIO-BAJO
14476;Media;MEDIO
14487;Media;MEDIO
14490;Media;MEDIO
14494;Media;ALTO
14498;Media;MEDIO
14502;Media;MEDIO
14504;Media;MEDIO
14506;Media;ALTO
14508;Media;MEDIO
14510;Media;MEDIO
14511;Media;MEDIO
14514;Media;ALTO
14523;Media;ALTO
14526;Media;MEDIO
14527;Media;MEDIO-BAJO
14534;Media;MEDIO-BAJO
14537;Media;MEDIO
14538;Media;MEDIO
14541;Media;ALTO
14552;Media;MEDIO
14565;Media;MEDIO
14568;Media;MEDIO
14580;Media;MEDIO
14594;Media;MEDIO
14599;Media;MEDIO
14605;Media;ALTO
14606;Media;MEDIO-BAJO
14608;Media;MEDIO
14614;Media;ALTO
14622;Media;MEDIO
14626;Media;INSUFICIENTE
14629;Media;MEDIO
14641;Media;MEDIO
14642;Media;MEDIO
14643;Media;MEDIO-BAJO
14657;Media;SIN CATEGORIA: BAJA MATRICULA
14659;Media;MEDIO
14670;Media;MEDIO
14671;Media;MEDIO
14673;Media;MEDIO
14674;Media;MEDIO
14675;Media;MEDIO-BAJO
14677;Media;MEDIO
14687;Media;MEDIO
14697;Media;MEDIO
14699;Media;ALTO
14703;Media;MEDIO
14707;Media;MEDIO
14716;Media;MEDIO
14717;Media;MEDIO
14720;Media;MEDIO-BAJO
14750;Media;ALTO
14751;Media;MEDIO
14764;Media;MEDIO
14770;Media;ALTO
14771;Media;MEDIO
14773;Media;MEDIO
14775;Media;MEDIO
14778;Media;MEDIO
14779;Media;MEDIO
14782;Media;MEDIO
14783;Media;MEDIO-BAJO
14788;Media;MEDIO-BAJO
14790;Media;MEDIO
14818;Media;MEDIO
14819;Media;MEDIO
14820;Media;MEDIO
14822;Media;ALTO
14823;Media;MEDIO
14825;Media;MEDIO-BAJO
14856;Media;MEDIO-BAJO
14860;Media;MEDIO
14865;Media;MEDIO
14866;Media;MEDIO
14868;Media;INSUFICIENTE
14870;Media;MEDIO
14877;Media;MEDIO-BAJO
14879;Media;MEDIO
14881;Media;MEDIO-BAJO
14885;Media;MEDIO-BAJO (NUEVO)
14901;Media;MEDIO
14902;Media;MEDIO
14912;Media;MEDIO
14913;Media;MEDIO-BAJO (NUEVO)
14922;Media;MEDIO-BAJO
14923;Media;ALTO
14952;Media;MEDIO
14953;Media;SIN CATEGORIA: BAJA MATRICULA
15502;Media;MEDIO
15510;Media;ALTO
15521;Media;ALTO
15522;Media;MEDIO
15524;Media;MEDIO
15534;Media;MEDIO
15554;Media;ALTO
15564;Media;ALTO
15576;Media;ALTO
15583;Media;MEDIO-BAJO
15589;Media;ALTO
15596;Media;INSUFICIENTE
15600;Media;MEDIO
15601;Media;ALTO
15610;Media;ALTO
15621;Media;ALTO
15624;Media;MEDIO
15627;Media;MEDIO-BAJO
15631;Media;MEDIO
15633;Media;MEDIO
